Nr platnika;Nr punktu poboru energii;Rodzaj energii;Data i godzina;Strefa;Wartosc[kWh/kvar];Kompletnosc[%]
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 09:00;Ca³a doba;2,113;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 10:00;Ca³a doba;3,771;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 11:00;Ca³a doba;4,281;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 12:00;Ca³a doba;3,978;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 13:00;Ca³a doba;4,210;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 14:00;Ca³a doba;3,314;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 15:00;Ca³a doba;2,305;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 16:00;Ca³a doba;1,215;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 17:00;Ca³a doba;0,579;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 18:00;Ca³a doba;0,132;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 19:00;Ca³a doba;0,007;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-15 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 07:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 08:00;Ca³a doba;0,002;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 09:00;Ca³a doba;0,169;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 10:00;Ca³a doba;0,263;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 11:00;Ca³a doba;0,474;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 12:00;Ca³a doba;0,492;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 13:00;Ca³a doba;0,491;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 14:00;Ca³a doba;0,372;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 15:00;Ca³a doba;0,017;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 16:00;Ca³a doba;0,042;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 17:00;Ca³a doba;0,016;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 18:00;Ca³a doba;0,001;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 19:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-16 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 07:00;Ca³a doba;0,008;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 08:00;Ca³a doba;0,205;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 09:00;Ca³a doba;0,933;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 10:00;Ca³a doba;1,560;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 11:00;Ca³a doba;2,708;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 12:00;Ca³a doba;4,189;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 13:00;Ca³a doba;3,520;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 14:00;Ca³a doba;3,367;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 15:00;Ca³a doba;2,479;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 16:00;Ca³a doba;1,473;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 17:00;Ca³a doba;0,433;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 18:00;Ca³a doba;0,057;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 19:00;Ca³a doba;0,002;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-17 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 07:00;Ca³a doba;0,009;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 08:00;Ca³a doba;0,625;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 09:00;Ca³a doba;2,249;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 10:00;Ca³a doba;3,316;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 11:00;Ca³a doba;3,824;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 12:00;Ca³a doba;3,956;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 13:00;Ca³a doba;3,869;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 14:00;Ca³a doba;2,877;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 15:00;Ca³a doba;2,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 16:00;Ca³a doba;1,005;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 17:00;Ca³a doba;0,532;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 18:00;Ca³a doba;0,118;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 19:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-18 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 07:00;Ca³a doba;0,001;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 08:00;Ca³a doba;0,178;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 09:00;Ca³a doba;0,296;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 10:00;Ca³a doba;0,356;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 11:00;Ca³a doba;1,238;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 12:00;Ca³a doba;0,825;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 13:00;Ca³a doba;2,076;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 14:00;Ca³a doba;2,960;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 15:00;Ca³a doba;2,290;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 16:00;Ca³a doba;1,286;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 17:00;Ca³a doba;0,318;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 18:00;Ca³a doba;0,098;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 19:00;Ca³a doba;0,002;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-19 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 07:00;Ca³a doba;0,006;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 08:00;Ca³a doba;0,585;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 09:00;Ca³a doba;2,210;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 10:00;Ca³a doba;3,695;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 11:00;Ca³a doba;3,977;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 12:00;Ca³a doba;4,399;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 13:00;Ca³a doba;4,084;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 14:00;Ca³a doba;3,767;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 15:00;Ca³a doba;2,938;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 16:00;Ca³a doba;1,103;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 17:00;Ca³a doba;0,346;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 18:00;Ca³a doba;0,040;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 19:00;Ca³a doba;0,002;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-20 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 07:00;Ca³a doba;0,007;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 08:00;Ca³a doba;0,836;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 09:00;Ca³a doba;2,477;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 10:00;Ca³a doba;3,196;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 11:00;Ca³a doba;4,042;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 12:00;Ca³a doba;3,764;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 13:00;Ca³a doba;3,833;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 14:00;Ca³a doba;3,674;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 15:00;Ca³a doba;2,340;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 16:00;Ca³a doba;1,672;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 17:00;Ca³a doba;0,448;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 18:00;Ca³a doba;0,030;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 19:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-21 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 07:00;Ca³a doba;0,006;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 08:00;Ca³a doba;0,718;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 09:00;Ca³a doba;1,952;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 10:00;Ca³a doba;3,398;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 11:00;Ca³a doba;4,007;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 12:00;Ca³a doba;3,460;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 13:00;Ca³a doba;4,150;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 14:00;Ca³a doba;2,891;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 15:00;Ca³a doba;2,276;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 16:00;Ca³a doba;1,405;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 17:00;Ca³a doba;0,364;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 18:00;Ca³a doba;0,031;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 19:00;Ca³a doba;0,001;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-22 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 07:00;Ca³a doba;0,003;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 08:00;Ca³a doba;0,582;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 09:00;Ca³a doba;2,219;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 10:00;Ca³a doba;3,336;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 11:00;Ca³a doba;3,910;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 12:00;Ca³a doba;3,968;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 13:00;Ca³a doba;3,732;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 14:00;Ca³a doba;2,287;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 15:00;Ca³a doba;1,664;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 16:00;Ca³a doba;1,131;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 17:00;Ca³a doba;0,238;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 18:00;Ca³a doba;0,095;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 19:00;Ca³a doba;0,006;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-23 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 07:00;Ca³a doba;0,008;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 08:00;Ca³a doba;0,613;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 09:00;Ca³a doba;2,149;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 10:00;Ca³a doba;3,260;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 11:00;Ca³a doba;3,864;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 12:00;Ca³a doba;4,205;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 13:00;Ca³a doba;3,539;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 14:00;Ca³a doba;3,244;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 15:00;Ca³a doba;1,845;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 16:00;Ca³a doba;1,061;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 17:00;Ca³a doba;0,048;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 18:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 19:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-24 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 07:00;Ca³a doba;0,001;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 08:00;Ca³a doba;0,207;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 09:00;Ca³a doba;0,385;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 10:00;Ca³a doba;1,605;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 11:00;Ca³a doba;1,324;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 12:00;Ca³a doba;2,237;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 13:00;Ca³a doba;1,310;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 14:00;Ca³a doba;2,492;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 15:00;Ca³a doba;1,214;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 16:00;Ca³a doba;0,606;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 17:00;Ca³a doba;0,605;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 18:00;Ca³a doba;0,082;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 19:00;Ca³a doba;0,005;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 20:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 21:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 22:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-25 23:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 00:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 01:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 02:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 03:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 04:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 05:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 06:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 07:00;Ca³a doba;0,000;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 08:00;Ca³a doba;0,033;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 09:00;Ca³a doba;1,324;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 10:00;Ca³a doba;2,494;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 11:00;Ca³a doba;1,538;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 12:00;Ca³a doba;2,286;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 13:00;Ca³a doba;3,747;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 14:00;Ca³a doba;2,269;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 15:00;Ca³a doba;1,837;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 16:00;Ca³a doba;1,108;100,00
60037725;PPE:590322429401548921;energia czynna oddana;2024-09-26 17:00;Ca³a doba;0,205;100,00
